,Start_Date,Prod_Type,Sex,Breed,Brooder,Grower,Bootie_Swabs,Group,Serotype,Process_Date,Project,month
43,9/26/2016,Conventional,HTOM,NIC-85,C&D BROODER,BULLARD FARMS,Negative,0,0,2/7/2017,3041DG16,2/1/2017
183,1/30/2017,Conventional,HTOM,NIC-SS,C&D BROODER,BULLARD FARMS,Negative,0,0,6/13/2017,3004DG17,6/1/2017
324,6/5/2017,Conventional,HTOM,NIC-SS,C&D BROODER,BULLARD FARMS,Negative,0,0,10/17/2017,3021DG17,10/1/2017
610,2/12/2018,Conventional,HTOM,NIC-SS,C&D BROODER,BULLARD FARMS,Positive,C2,Albany,6/27/2018,3006DG18,6/1/2018
965,2/12/2019,Conventional,HTOM,NIC-SS,C&D BROODER,BULLARD FARMS,Negative,0,0,6/14/2019,3008DG19,6/1/2019
1091,6/18/2019,Conventional,HTOM,NIC-SS,C&D BROODER,BULLARD FARMS,Negative,0,0,9/20/2019,3029DG19,9/1/2019
1264,10/22/2019,Conventional,HTOM,NIC-85,C&D BROODER,BULLARD FARMS,Negative,0,0,3/4/2020,3048DG19,3/1/2020
1407,3/10/2020,Conventional,HTOM,NIC-85,C&D BROODER,BULLARD FARMS,Negative,0,0,7/22/2020,3013DG20,7/1/2020
1457,3/10/2020,Conventional,HTOM,NIC-85,C&D BROODER,BULLARD FARMS,Negative,0,0,7/22/2020,3013DG20,7/1/2020
1459,3/10/2020,Conventional,HTOM,NIC-85,C&D BROODER,BULLARD FARMS,Negative,0,0,7/22/2020,3013DG20,7/1/2020
1092,6/18/2019,Conventional,LHEN,NIC-SS,C&D BROODER,D & M MCLAMB,Negative,0,0,10/29/2019,4177DG19,10/1/2019
1027,4/15/2019,Conventional,HTOM,NIC-SS,C&D BROODER,DALE TAMMY & GIRLS,Negative,0,0,8/28/2019,3019DG19,8/1/2019
1200,8/20/2019,Conventional,HTOM,HYB-C,C&D BROODER,DALE TAMMY & GIRLS,Negative,0,0,1/1/2020,3038DG19,1/1/2020
18,9/26/2016,Conventional,HHEN,NIC-85,C&D BROODER,FEATHERLAND - JAMES LUCAS,Positive,C1,Lillie,1/17/2017,4297DG16,1/1/2017
1426,5/19/2020,Conventional,LHEN,NIC-85,C&D BROODER,FEATHERLAND - JAMES LUCAS,Negative,0,0,8/12/2020,4132DG20,8/1/2020
1478,5/19/2020,Conventional,LHEN,NIC-85,C&D BROODER,FEATHERLAND - JAMES LUCAS,Negative,0,0,8/12/2020,4132DG20,8/1/2020
904,12/17/2018,Antibiotic-free,LHEN,NIC-SS,C&D BROODER,GLENN D JONES,Positive,C1,Infantis,3/14/2019,4377DG18,3/1/2019
1283,12/31/2019,Conventional,LHEN,NIC-85,C&D BROODER,GLENN D JONES,Negative,0,0,3/21/2020,4373DG19,3/1/2020
1590,7/28/2020,Conventional,HTOM,NIC-85,C&D BROODER,HARRELSON GOBBLERS,Negative,0,0,12/9/2020,3033DG20,12/1/2020
686,6/12/2018,Antibiotic-free,LHEN,NIC-SS,C&D BROODER,J&C TURKEY FARM,Negative,0,0,9/4/2018,4169DG18,9/1/2018
1541,7/28/2020,Antibiotic-free,LHEN,NIC-85,C&D BROODER,J&C TURKEY FARM,Positive,B,Schwarzengrund,10/27/2020,4208DG20,10/1/2020
116,11/28/2016,Conventional,HTOM,NIC-SS,C&D BROODER,J&P FARMS LLC - PERRY EUGENE SMITH,Negative,0,0,4/11/2017,3051DG16,4/1/2017
254,4/3/2017,Conventional,HTOM,NIC-SS,C&D BROODER,J&P FARMS LLC - PERRY EUGENE SMITH,Negative,0,0,8/15/2017,3014DG17,8/1/2017
407,8/7/2017,Conventional,HTOM,NIC-SS,C&D BROODER,J&P FARMS LLC - PERRY EUGENE SMITH,Negative,0,0,12/19/2017,3033DG17,12/1/2017
538,12/11/2017,Conventional,HTOM,NIC-SS,C&D BROODER,J&P FARMS LLC - PERRY EUGENE SMITH,Negative,0,0,4/25/2018,3057DG17,4/1/2018
905,12/17/2018,Conventional,HTOM,NIC-SS,C&D BROODER,J&P FARMS LLC - PERRY EUGENE SMITH,Positive,B,Typhimurium,5/1/2019,3052DG18,5/1/2019
1338,12/31/2019,Conventional,HTOM,NIC-85,C&D BROODER,J&P FARMS LLC - PERRY EUGENE SMITH,Negative,0,0,5/13/2020,3060DG19,5/1/2020
313,6/5/2017,Conventional,HHEN,NIC-SS,C&D BROODER,MARVIN CHANCE,Positive,B,Typhimurium,10/5/2017,4156DG17,10/1/2017
420,10/10/2017,Antibiotic-free,LHEN,NIC-SS,C&D BROODER,MARVIN CHANCE,Positive,B,Agona,1/4/2018,4307DG17,1/1/2018
421,10/10/2017,Antibiotic-free,LHEN,NIC-SS,C&D BROODER,MARVIN CHANCE,Negative,0,0,1/6/2018,4287DG17,1/1/2018
1239,10/22/2019,Conventional,HHEN,NIC-85,C&D BROODER,MARVIN CHANCE,Negative,0,0,2/11/2020,4308DG19,2/1/2020
1026,4/15/2019,Antibiotic-free,LHEN,NIC-SS,C&D BROODER,MOLTONVILLE GROWOUT,Positive,E4,Senftenberg,7/15/2019,4112DG19,7/1/2019
127,1/30/2017,Conventional,LHEN,NIC-SS,C&D BROODER,NAYLOR FARM,Positive,B,Typhimurium,4/21/2017,4027DG17,4/1/2017
761,8/15/2018,Antibiotic-free,LHEN,HYB-C,C&D BROODER,NAYLOR FARM,Positive,C2,Muenchen,11/7/2018,4231DG18,11/1/2018
764,8/15/2018,Antibiotic-free,LHEN,NIC-SS,C&D BROODER,NAYLOR FARM,Positive,B,Agona,11/9/2018,4230DG18,11/1/2018
693,6/12/2018,Antibiotic-free,LHEN,NIC-SS,C&D BROODER,ORTIZ FARMS,Negative,0,0,9/10/2018,4168DG18,9/1/2018
1384,3/10/2020,Conventional,HHEN,NIC-85,C&D BROODER,ORTIZ FARMS,Negative,0,0,7/1/2020,4068DG20,7/1/2020
1433,3/10/2020,Conventional,HHEN,NIC-85,C&D BROODER,ORTIZ FARMS,Negative,0,0,7/1/2020,4068DG20,7/1/2020
516,12/11/2017,Conventional,HHEN,NIC-SS,C&D BROODER,ROBERT HOLLAND,Negative,0,0,4/2/2018,4356DG17,4/1/2018
196,4/3/2017,Conventional,LHEN,NIC-SS,C&D BROODER,RONALD PETERSON,Negative,0,0,6/26/2017,4090DG17,6/1/2017
839,10/23/2018,Antibiotic-free,HHEN,NIC-85,C&D BROODER,ROSS LENNON,Positive,C2,Muenchen,2/12/2019,4309DG18,2/1/2019
840,10/23/2018,Conventional,HHEN,HYB-C,C&D BROODER,ROSS LENNON,Negative,0,0,2/13/2019,4308DG18,2/1/2019
1162,8/20/2019,Antibiotic-free,LHEN,NIC-88,C&D BROODER,TIM CLIFTON,Positive,B,Schwarzengrund,12/12/2019,4241DG19,12/1/2019
554,2/12/2018,Antibiotic-free,LHEN,NIC-SS,C&D BROODER,WILDCAT FARM GROWOUT,Positive,C2,Albany,5/8/2018,4034DG18,5/1/2018
881,11/28/2018,Antibiotic-free,HHEN,NIC-SS,C&C QUICK TURN,BONEY TURKEY FARM,Negative,0,0,2/26/2019,4345JP18,2/1/2019
882,11/28/2018,Conventional,HHEN,NIC-85,C&C QUICK TURN,BONEY TURKEY FARM,Positive,C1,Infantis,3/19/2019,4344JP18,3/1/2019
13,10/19/2016,Conventional,LHEN,HYB-C,C&C QUICK TURN,D & M MCLAMB,Negative,0,0,1/11/2017,4323JP16,1/1/2017
492,11/14/2017,Antibiotic-free,HHEN,NIC-SS,C&C QUICK TURN,D & R STRICKLAND,Negative,0,0,3/13/2018,4321JP17,3/1/2018
1354,3/4/2020,Conventional,LHEN,HYB-C,C&C QUICK TURN,GLENN D JONES,Positive,C1,Infantis,5/31/2020,4055JP20,5/1/2020
797,7/23/2018,Antibiotic-free,LHEN,NIC-SS,C&C QUICK TURN,GRIFFIN FARMS (OLD V THOMAS),Positive,E1,Uganda,12/15/2018,4207JP18,12/1/2018
95,12/28/2016,Conventional,LHEN,HYB-C,C&C QUICK TURN,GUY D CASEY,Positive,C1,Lillie,3/24/2017,4402JP16,3/1/2017
96,12/28/2016,Conventional,LHEN,HYB-C,C&C QUICK TURN,GUY D CASEY,Positive,G,Worthington,3/24/2017,4403JP16,3/1/2017
1077,6/5/2019,Antibiotic-free,HHEN,NIC-SS,C&C QUICK TURN,GUY D CASEY,Negative,0,0,9/24/2019,4166JP19,9/1/2019
1078,6/5/2019,Conventional,HHEN,NIC-SS,C&C QUICK TURN,GUY D CASEY,Positive,C2,Albany,10/2/2019,4165JP19,10/1/2019
800,9/25/2018,Conventional,LHEN,NIC-85,C&C QUICK TURN,HOLLINGSWORTH FARMS INC,Positive,E4,Senftenberg,12/20/2018,4306JP18,12/1/2018
817,9/25/2018,Antibiotic-free,HHEN,NIC-SS,C&C QUICK TURN,HOLLINGSWORTH FARMS INC,Negative,0,0,1/11/2019,4305JP18,1/1/2019
1144,8/7/2019,Antibiotic-free,LHEN,NIC-85,C&C QUICK TURN,J&C TURKEY FARM,Positive,C1,Infantis,10/29/2019,4228JP19,10/1/2019
1145,8/7/2019,Antibiotic-free,LHEN,NIC-88,C&C QUICK TURN,J&C TURKEY FARM,Positive,C1,Infantis,11/1/2019,4229JP19,11/1/2019
1499,5/5/2020,Conventional,HTOM,NIC-85,C&C QUICK TURN,J&P FARMS LLC - PERRY EUGENE SMITH,Positive,C2,Hadar,9/16/2020,3019JP20,9/1/2020
340,7/5/2017,Conventional,HHEN,NIC-SS,C&C QUICK TURN,JERRY DAVIS,Negative,0,0,10/26/2017,4192JP17,10/1/2017
345,7/5/2017,Conventional,HHEN,HYB-C,C&C QUICK TURN,JERRY DAVIS,Positive,C1,Infantis,10/31/2017,4193JP17,10/1/2017
1015,4/3/2019,Antibiotic-free,HHEN,NIC-SS,C&C QUICK TURN,JERRY DAVIS,Positive,C1,Infantis,7/30/2019,4098JP19,7/1/2019
1016,4/3/2019,Conventional,HHEN,NIC-SS,C&C QUICK TURN,JERRY DAVIS,Negative,0,0,7/31/2019,4097JP19,7/1/2019
1231,10/16/2019,Antibiotic-free,HHEN,NIC-85,C&C QUICK TURN,JERRY DAVIS,Negative,0,0,2/4/2020,4304JP19,2/1/2020
453,11/14/2017,Antibiotic-free,LHEN,NIC-SS,C&C QUICK TURN,L & M FARM,Positive,B,Schwarzengrund,2/7/2018,4324JP17,2/1/2018
950,1/30/2019,Antibiotic-free,HHEN,NIC-SS,C&C QUICK TURN,MARVIN CHANCE,Positive,I,16:d:-,5/21/2019,4035JP19,5/1/2019
1560,7/14/2020,Antibiotic-free,HHEN,NIC-88,C&C QUICK TURN,MARVIN CHANCE,Positive,E1,Uganda,11/12/2020,4195JP20,11/1/2020
667,5/21/2018,Conventional,LHEN,NIC-SS,C&C QUICK TURN,MATTHEWS FARM,Positive,B,"1,4,5,12",8/15/2018,4138JP18,8/1/2018
1520,7/15/2020,Antibiotic-free,LHEN,NIC-85,C&C QUICK TURN,MATTHEWS FARM,Positive,E1,Uganda,10/8/2020,4196JP20,10/1/2020
1592,9/15/2020,Antibiotic-free,LHEN,NIC-85,C&C QUICK TURN,MATTHEWS FARM,Positive,E4,Senftenberg,12/10/2020,4265JP20,12/1/2020
1594,9/16/2020,Antibiotic-free,LHEN,NIC-85,C&C QUICK TURN,MATTHEWS FARM,Negative,0,0,12/12/2020,4266JP20,12/1/2020
165,3/1/2017,Conventional,LHEN,NIC-SS,C&C QUICK TURN,MCCULLENS TURKEY FARM,Negative,0,0,5/25/2017,4059JP17,5/1/2017
415,9/4/2017,Conventional,HHEN,NIC-SS,C&C QUICK TURN,MOLTONVILLE GROWOUT,Negative,0,0,12/28/2017,4261JP17,12/1/2017
1305,12/23/2019,Antibiotic-free,HHEN,HYB-C,C&C QUICK TURN,MOLTONVILLE GROWOUT,Positive,C2,Hadar,4/13/2020,4372JP19,4/1/2020
1309,12/24/2019,Conventional,HHEN,HYB-C,C&C QUICK TURN,MOLTONVILLE GROWOUT,Positive,C1,Infantis,4/15/2020,4371JP19,4/1/2020
1209,10/16/2019,Conventional,LHEN,NIC-85,C&C QUICK TURN,NAYLOR FARM,Positive,C2,Albany,1/9/2020,4303JP19,1/1/2020
430,9/4/2017,Conventional,HTOM,NIC-SS,C&C QUICK TURN,NICKEN FARMS POULTRY,Negative,0,0,1/15/2018,3040JP17,1/1/2018
524,1/16/2018,Antibiotic-free,LHEN,NIC-SS,C&C QUICK TURN,ORTIZ FARMS,Positive,B,Schwarzengrund,4/9/2018,4013JP18,4/1/2018
527,1/16/2018,Antibiotic-free,LHEN,HYB-C,C&C QUICK TURN,ORTIZ FARMS,Negative,0,0,4/11/2018,4014JP18,4/1/2018
1375,3/4/2020,Conventional,HHEN,NIC-85,C&C QUICK TURN,ORTIZ FARMS,Negative,0,0,6/24/2020,4056JP20,6/1/2020
15,10/19/2016,Conventional,LHEN,HYB-C,C&C QUICK TURN,ROBERT HOLLAND,Negative,0,0,1/12/2017,4322JP16,1/1/2017
947,1/29/2019,Conventional,HHEN,NIC-85,C&C QUICK TURN,ROSS LENNON,Positive,C1,Lillie,5/21/2019,4034JP19,5/1/2019
716,5/21/2018,Conventional,HTOM,NIC-SS,C&C QUICK TURN,T&D FARMS,Negative,0,0,10/3/2018,3020JP18,10/1/2018
236,5/3/2017,Conventional,LHEN,NIC-SS,C&C QUICK TURN,TOMBOY 1-6,Positive,E4,Liverpool,7/31/2017,4122JP17,7/1/2017
239,5/3/2017,Conventional,LHEN,NIC-SS,C&C QUICK TURN,TOMBOY 1-6,Positive,C1,Infantis,8/1/2017,4123JP17,8/1/2017
629,3/19/2018,Conventional,HHEN,NIC-SS,C&C QUICK TURN,TOMBOY 1-6,Positive,B,Schwarzengrund,7/12/2018,4070JP18,7/1/2018
650,3/19/2018,Conventional,HTOM,NIC-SS,C&C QUICK TURN,W & W GROWOUT,Negative,0,0,8/1/2018,3011JP18,8/1/2018
728,7/23/2018,Conventional,HTOM,NIC-SS,C&C QUICK TURN,W & W GROWOUT,Negative,0,0,10/14/2018,3029JP18,10/1/2018
129,12/12/2016,Conventional,HTOM,NIC-SS,BURNEY BROODER,ANDY HERRING,Negative,0,0,4/25/2017,3053JB16,4/1/2017
269,4/17/2017,Conventional,HTOM,NIC-SS,BURNEY BROODER,ANDY HERRING,Negative,0,0,8/29/2017,3016JB17,8/1/2017
419,8/21/2017,Conventional,HTOM,NIC-SS,BURNEY BROODER,ANDY HERRING,Negative,0,0,1/4/2018,3035JB17,1/1/2018
546,12/18/2017,Conventional,HTOM,NIC-SS,BURNEY BROODER,ANDY HERRING,Negative,0,0,5/2/2018,3056JB17,5/1/2018
687,4/23/2018,Conventional,HTOM,NIC-SS,BURNEY BROODER,ANDY HERRING,Positive,C1,Rissen,9/5/2018,3015JB18,9/1/2018
812,8/27/2018,Conventional,HTOM,NIC-SS,BURNEY BROODER,ANDY HERRING,Negative,0,0,1/8/2019,3034JB18,1/1/2019
918,12/31/2018,Conventional,HTOM,NIC-SS,BURNEY BROODER,ANDY HERRING,Positive,B,Typhimurium,3/27/2019,3000JB19,3/1/2019
1351,1/14/2020,Conventional,HTOM,NIC-85,BURNEY BROODER,ANDY HERRING,Negative,0,0,5/27/2020,3001JB20,5/1/2020
1519,5/27/2020,Conventional,HTOM,HYB-C,BURNEY BROODER,ANDY HERRING,Positive,C2,Albany,10/7/2020,3022JB20,10/1/2020
182,2/14/2017,Conventional,HHEN,NIC-SS,BURNEY BROODER,BLACKMAN  FARM,Negative,0,0,6/13/2017,4039JB17,6/1/2017
1254,11/6/2019,Antibiotic-free,HHEN,HYB-C,BURNEY BROODER,BRUCE BUTLER,Negative,0,0,2/25/2020,4327JB19,2/1/2020
619,2/19/2018,Conventional,HTOM,NIC-SS,BURNEY BROODER,BULLARD FARMS,Positive,C1,Infantis,7/4/2018,3007JB18,7/1/2018
845,10/29/2018,Conventional,HTOM,NIC-85,BURNEY BROODER,BULLARD FARMS,Positive,B,Reading,1/22/2019,3044JB18,1/1/2019
1278,11/5/2019,Conventional,HTOM,NIC-85,BURNEY BROODER,BULLARD FARMS,Negative,0,0,3/18/2020,3053JB19,3/1/2020
1413,3/17/2020,Conventional,HTOM,HYB-C,BURNEY BROODER,BULLARD FARMS,Negative,0,0,7/29/2020,3011JB20,7/1/2020
1464,3/17/2020,Conventional,HTOM,HYB-C,BURNEY BROODER,BULLARD FARMS,Negative,0,0,7/29/2020,3011JB20,7/1/2020
1465,3/17/2020,Conventional,HTOM,HYB-C,BURNEY BROODER,BULLARD FARMS,Negative,0,0,7/29/2020,3011JB20,7/1/2020
740,6/25/2018,Antibiotic-free,HHEN,NIC-SS,BURNEY BROODER,D & M MCLAMB,Negative,0,0,10/23/2018,4178JB18,10/1/2018
1500,5/26/2020,Antibiotic-free,HHEN,NIC-85,BURNEY BROODER,D & M MCLAMB,Positive,E4,Senftenberg,9/22/2020,4142JB20,9/1/2020
37,10/10/2016,Conventional,HHEN,NIC-85,BURNEY BROODER,D & R STRICKLAND,Negative,0,0,2/1/2017,4311JB16,2/1/2017
633,4/23/2018,Antibiotic-free,LHEN,NIC-SS,BURNEY BROODER,FEATHERLAND - JAMES LUCAS,Positive,C1,Infantis,7/17/2018,4110JB18,7/1/2018
528,12/18/2017,Conventional,HHEN,NIC-SS,BURNEY BROODER,GLENN D JONES,Negative,0,0,4/12/2018,4372JB17,4/1/2018
980,2/27/2019,Antibiotic-free,HHEN,NIC-SS,BURNEY BROODER,GLENN D JONES,Negative,0,0,6/18/2019,4091JB19,6/1/2019
981,2/27/2019,Antibiotic-free,HHEN,NIC-SS,BURNEY BROODER,GLENN D JONES,Negative,0,0,6/25/2019,4092JB19,6/1/2019
253,4/17/2017,Conventional,HHEN,NIC-SS,BURNEY BROODER,GRIFFIN FARMS (OLD V THOMAS),Positive,B,Agona,8/15/2017,4105JB17,8/1/2017
398,8/21/2017,Conventional,HHEN,NIC-SS,BURNEY BROODER,GRIFFIN FARMS (OLD V THOMAS),Negative,0,0,12/12/2017,4245JB17,12/1/2017
1193,9/6/2019,Conventional,HHEN,Mixed,BURNEY BROODER,GUY D CASEY,Positive,C1,Infantis,11/25/2019,4257JB19,11/1/2019
1195,9/6/2019,Conventional,HHEN,Mixed,BURNEY BROODER,GUY D CASEY,Positive,C1,Infantis,11/25/2019,4258JB19,11/1/2019
1198,9/6/2019,Antibiotic-free,HHEN,NIC-85,BURNEY BROODER,GUY D CASEY,Negative,0,0,12/31/2019,4258JB19,12/1/2019
1201,9/6/2019,Conventional,HHEN,NIC-SS,BURNEY BROODER,GUY D CASEY,Negative,0,0,1/2/2020,4257JB19,1/1/2020
60,10/10/2016,Conventional,HTOM,NIC-85,BURNEY BROODER,HARRELSON GOBBLERS,Negative,0,0,2/21/2017,3044JB16,2/1/2017
198,2/14/2017,Conventional,HTOM,NIC-SS,BURNEY BROODER,HARRELSON GOBBLERS,Positive,C2,Albany,6/27/2017,3006JB17,6/1/2017
347,6/19/2017,Conventional,HTOM,NIC-SS,BURNEY BROODER,HARRELSON GOBBLERS,Negative,0,0,11/1/2017,3026JB17,11/1/2017
484,10/23/2017,Conventional,HTOM,NIC-SS,BURNEY BROODER,HARRELSON GOBBLERS,Negative,0,0,3/6/2018,3046JB17,3/1/2018
1598,8/3/2020,Conventional,HTOM,NIC-85,BURNEY BROODER,HARRELSON GOBBLERS,Positive,E4,Senftenberg,12/16/2020,3034JB20,12/1/2020
428,10/23/2017,Conventional,LHEN,NIC-SS,BURNEY BROODER,HOLLINGSWORTH FARMS INC,Positive,C2,Albany,1/12/2018,4300JB17,1/1/2018
1228,11/6/2019,Antibiotic-free,LHEN,NIC-88,BURNEY BROODER,HOLLINGSWORTH FARMS INC,Positive,O,Rough O,1/30/2020,4326JB19,1/1/2020
1300,1/14/2020,Conventional,LHEN,NIC-85,BURNEY BROODER,HOLLINGSWORTH FARMS INC,Positive,E4,Senftenberg,4/5/2020,4008JB20,4/1/2020
1325,1/15/2020,Antibiotic-free,HHEN,NIC-88,BURNEY BROODER,J&C TURKEY FARM,Negative,0,0,4/29/2020,4010JB20,4/1/2020
1330,1/15/2020,Conventional,HHEN,NIC-85,BURNEY BROODER,JERRY DAVIS,Positive,C1,Infantis,5/5/2020,4009JB20,5/1/2020
1110,7/4/2019,Antibiotic-free,HHEN,HYB-C,BURNEY BROODER,MARVIN CHANCE,Positive,E4,Senftenberg,10/28/2019,4193JB19,10/1/2019
1114,7/5/2019,Antibiotic-free,HHEN,HYB-C,BURNEY BROODER,MARVIN CHANCE,Positive,C1,Infantis,10/31/2019,4194JB19,10/1/2019
1487,5/26/2020,Antibiotic-free,LHEN,HYB-C,BURNEY BROODER,MCCULLENS TURKEY FARM,Positive,E1,Senftenberg,8/25/2020,4143JB20,8/1/2020
1108,7/3/2019,Antibiotic-free,LHEN,NIC-SS,BURNEY BROODER,MILLETTE J PARKER,Positive,C2,Albany,9/24/2019,4195JB19,9/1/2019
1109,7/3/2019,Antibiotic-free,LHEN,HYB-C,BURNEY BROODER,MILLETTE J PARKER,Positive,E1,Uganda,9/30/2019,4196JB19,9/1/2019
1174,9/7/2019,Antibiotic-free,LHEN,NIC-88,BURNEY BROODER,MILLETTE J PARKER,Positive,C2,Albany,11/25/2019,4259JB19,11/1/2019
1175,9/7/2019,Antibiotic-free,LHEN,NIC-SS,BURNEY BROODER,MILLETTE J PARKER,Negative,0,0,11/27/2019,4260JB19,11/1/2019
1386,3/17/2020,Antibiotic-free,HHEN,HYB-C,BURNEY BROODER,MOLTONVILLE GROWOUT,Negative,0,0,7/6/2020,4071JB20,7/1/2020
1435,3/17/2020,Antibiotic-free,HHEN,HYB-C,BURNEY BROODER,MOLTONVILLE GROWOUT,Negative,0,0,7/6/2020,4071JB20,7/1/2020
111,12/12/2016,Conventional,HHEN,NIC-SS,BURNEY BROODER,ORTIZ FARMS,Positive,B,Typhimurium,4/7/2017,4385JB16,4/1/2017
787,8/27/2018,Antibiotic-free,LHEN,NIC-SS,BURNEY BROODER,ORTIZ FARMS,Positive,C2,Muenchen,12/6/2018,4248JB18,12/1/2018
1365,3/17/2020,Conventional,LHEN,NIC-85,BURNEY BROODER,OWEN FARM,Positive,E4,Senftenberg,6/13/2020,4069JB20,6/1/2020
1369,3/18/2020,Conventional,LHEN,HYB-C,BURNEY BROODER,OWEN FARM,Positive,E4,Senftenberg,6/18/2020,4070JB20,6/1/2020
1579,8/3/2020,Antibiotic-free,HHEN,HYB-C,BURNEY BROODER,OWEN FARM,Positive,E4,Senftenberg,11/30/2020,4220JB20,11/1/2020
1580,8/4/2020,Antibiotic-free,HHEN,HYB-C,BURNEY BROODER,OWEN FARM,Positive,E4,Senftenberg,11/30/2020,4221JB20,11/1/2020
919,12/31/2018,Conventional,LHEN,NIC-SS,BURNEY BROODER,ROBERT HOLLAND,Positive,B,Reading,5/15/2019,4000JB19,5/1/2019
325,6/19/2017,Conventional,HHEN,NIC-SS,BURNEY BROODER,RONALD PETERSON,Negative,0,0,10/17/2017,4173JB17,10/1/2017
846,10/29/2018,Conventional,LHEN,NIC-85,BURNEY BROODER,RONALD PETERSON,Positive,B,Reading,3/13/2019,4313JB18,3/1/2019
563,2/19/2018,Antibiotic-free,LHEN,NIC-SS,BURNEY BROODER,ROSS LENNON,Positive,B,Schwarzengrund,5/15/2018,4044JB18,5/1/2018
1042,5/1/2019,Antibiotic-free,HHEN,NIC-SS,BURNEY BROODER,ROSS LENNON,Positive,B,Agona,8/27/2019,4130JB19,8/1/2019
1043,5/1/2019,Conventional,HHEN,NIC-SS,BURNEY BROODER,ROSS LENNON,Negative,0,0,8/27/2019,4129JB19,8/1/2019
1230,11/5/2019,Antibiotic-free,LHEN,NIC-85,BURNEY BROODER,TIM CLIFTON,Negative,0,0,2/3/2020,4325JB19,2/1/2020
1545,8/5/2020,Antibiotic-free,LHEN,HYB-C,BURNEY BROODER,WILDCAT FARM GROWOUT,Positive,C2,"6,8 : z10:-",10/30/2020,4222JB20,10/1/2020
1553,7/7/2020,Antibiotic-free,HHEN,NIC-85,ALFORD BROODER FARM,BLACKMAN FARM,Negative,0,0,11/5/2020,4193DK20,11/1/2020
314,7/17/2017,Conventional,LHEN,NIC-SS,ALFORD BROODER FARM,BONEY TURKEY FARM,Negative,0,0,10/9/2017,4200DK17,10/1/2017
1362,2/18/2020,Conventional,HHEN,NIC-85,ALFORD BROODER FARM,BRUCE BUTLER,Negative,0,0,6/10/2020,4042DK20,6/1/2020
1548,7/7/2020,Conventional,HTOM,NIC-85,ALFORD BROODER FARM,BULLARD FARMS,Negative,0,0,11/1/2020,3032DK20,11/1/2020
208,3/13/2017,Conventional,HHEN,NIC-SS,ALFORD BROODER FARM,D & M MCLAMB,Negative,0,0,7/6/2017,4070DK17,7/1/2017
1013,4/2/2019,Conventional,LHEN,NIC-SS,ALFORD BROODER FARM,D & M MCLAMB,Negative,0,0,7/3/2019,4096DK19,7/1/2019
721,5/28/2018,Antibiotic-free,LHEN,NIC-SS,ALFORD BROODER FARM,D & R STRICKLAND,Negative,0,0,10/9/2018,4147DK18,10/1/2018
886,12/3/2018,Conventional,LHEN,NIC-SS,ALFORD BROODER FARM,D & R STRICKLAND,Positive,C1,Infantis,2/26/2019,4352DK18,2/1/2019
230,3/13/2017,Conventional,HTOM,NIC-SS,ALFORD BROODER FARM,DALE TAMMY & GIRLS,Positive,B,Agona,7/25/2017,3013DK17,7/1/2017
380,7/17/2017,Conventional,HTOM,NIC-SS,ALFORD BROODER FARM,DALE TAMMY & GIRLS,Negative,0,0,11/26/2017,3030DK17,11/1/2017
518,11/22/2017,Conventional,HTOM,HYB-C,ALFORD BROODER FARM,DALE TAMMY & GIRLS,Negative,0,0,4/4/2018,3051DK17,4/1/2018
657,3/26/2018,Conventional,HTOM,NIC-SS,ALFORD BROODER FARM,DALE TAMMY & GIRLS,Positive,B,Agona,8/8/2018,3012DK18,8/1/2018
789,7/30/2018,Conventional,HTOM,NIC-SS,ALFORD BROODER FARM,DALE TAMMY & GIRLS,Negative,0,0,12/9/2018,3030DK18,12/1/2018
887,12/3/2018,Conventional,HTOM,NIC-SS,ALFORD BROODER FARM,DALE TAMMY & GIRLS,Negative,0,0,4/16/2019,3049DK18,4/1/2019
1494,4/28/2020,Conventional,HTOM,HYB-C,ALFORD BROODER FARM,DALE TAMMY & GIRLS,Negative,0,0,9/9/2020,3017DK20,9/1/2020
396,9/18/2017,Conventional,LHEN,NIC-SS,ALFORD BROODER FARM,FEATHERLAND - JAMES LUCAS,Negative,0,0,12/11/2017,4269DK17,12/1/2017
501,11/22/2017,Conventional,HHEN,HYB-C,ALFORD BROODER FARM,J&C TURKEY FARM,Negative,0,0,3/20/2018,4332DK17,3/1/2018
1486,4/28/2020,Antibiotic-free,HHEN,NIC-85,ALFORD BROODER FARM,J&C TURKEY FARM,Positive,C2,Albany,8/25/2020,4105DK20,8/1/2020
601,3/26/2018,Conventional,LHEN,NIC-SS,ALFORD BROODER FARM,L & M FARM,Negative,0,0,6/18/2018,4075DK18,6/1/2018
291,5/15/2017,Conventional,HHEN,NIC-SS,ALFORD BROODER FARM,MATTHEWS FARM,Negative,0,0,9/14/2017,4143DK17,9/1/2017
589,1/22/2018,Antibiotic-free,LHEN,NIC-SS,ALFORD BROODER FARM,MILLETTE J PARKER,Negative,0,0,6/5/2018,4017DK18,6/1/2018
1219,10/1/2019,Antibiotic-free,HHEN,NIC-85,ALFORD BROODER FARM,MOLTONVILLE GROWOUT,Positive,E4,Liverpool,1/20/2020,4292DK19,1/1/2020
1242,10/1/2019,Conventional,HTOM,HYB-C,ALFORD BROODER FARM,NICKEN FARMS POULTRY,Negative,0,0,2/12/2020,3050DK19,2/1/2020
